"","STAT_ID","start_time","end_time","Na_start","Na_end","Na_avg","duration","Na_dif","Na_slope","Na_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"11",100206,1963-08-20,1992-08-04,69.596,173.99,101.000543103448,28.9780821917808,104.394,3.60251583624846,150,"ESOPUS CREEK AT SHANDAKEN NY","1362198","USA","NY",42.11,-74.38,"NA1983"
"12",100358,1963-06-19,1995-09-14,86.995,82.645,80.8946473029046,32.2602739726027,-4.35000000000001,-0.13484076433121,-5.00028737283753,"MCDONALDS BRANCH IN LEBANON STATE FOREST NJ","1466500","USA","NJ",39.88,-74.5,"NA1983"
"13",100443,1967-10-27,1995-08-08,47.847,56.547,43.2914502369668,27.8,8.7,0.31294964028777,18.1829581791962,"YOUNG WOMANS CREEK NEAR RENOVO, PA.","1545600","USA","PA",41.38,-77.69,"NA1983"
"14",100524,1979-03-29,1993-09-13,178.34,695.961,429.383010204082,14.4712328767123,517.621,35.7689634608103,290.243916115285,"POTOMAC RIVER AT SHEPHERDSTOWN, WV","1618000","USA","WEST VIRGINIA",39.43,-77.8,"NA1983"
"15",100603,1973-01-01,1994-04-28,143.542,160.941,160.717826923077,21.3342465753425,17.399,0.815543213047387,12.1211910102966,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA","1668000","USA","VA",38.32,-77.51,"NA1983"
"16",100604,1973-01-01,1994-04-26,165.291,230.537,275.78258411215,21.3287671232877,65.246,3.059061014772,39.473413555487,"PAMUNKEY RIVER NEAR HANOVER, VA","1673000","USA","VA",37.76,-77.33,"NA1983"
"17",100605,1979-04-10,1994-04-26,156.591,139.192,154.593806122449,15.0547945205479,-17.399,-1.15571155595996,-11.1111111111111,"MATTAPONI RIVER NEAR BEULAHVILLE, VA","1674500","USA","VA",37.88,-77.16,"NA1983"
"18",100607,1967-10-24,1995-07-20,100.044,104.394,116.78080794702,27.7561643835616,4.35000000000001,0.156721942552562,4.34808684178962,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA","2038850","USA","VA",37.41,-78.63,"NA1983"
"19",100608,1977-12-28,1994-04-29,169.64,182.69,203.871139130435,16.3452054794521,13.05,0.798399262487429,7.69276114124028,"APPOMATTOX RIVER AT MATOACA, VA","2041650","USA","VA",37.22,-77.47,"NA1983"
"20",100615,1973-01-01,1993-08-18,208.788,243.586,234.237933701657,20.641095890411,34.798,1.68586010087603,16.6666666666667,"MEHERRIN RIVER AT EMPORIA, VA","2052000","USA","VA",36.69,-77.54,"NA1983"
"21",100620,1979-04-19,1996-12-26,369.729,334.931,658.581615384615,17.7013698630137,-34.798,-1.96583655780839,-9.4117583419207,"DAN RIVER AT RT 658 AT PACES, VA","2075500","USA","VIRGINIA",36.64,-79.08,"NA1983"
"22",100627,1976-10-05,1995-11-27,317.532,430.626,319.456840707965,19.1561643835616,113.094,5.90379147597254,35.6165677789955,"ROANOKE RIVER AT ROANOKE RAPIDS, NC","2080500","USA","NORTH CAROLINA",36.46,-77.63,"NA1983"
"23",100633,1973-01-30,1997-02-19,243.586,191.389,413.456851851852,24.0712328767123,-52.197,-2.16843899385386,-21.4285714285714,"TAR RIVER AT TARBORO, NC","2083500","USA","NORTH CAROLINA",35.89,-77.53,"NA1983"
"24",100663,1973-01-29,1995-08-29,317.532,826.453,438.586130718954,22.5945205479452,508.921,22.52408936583,160.273925147702,"CAPE FEAR R AT LOCK # 1 NR KELLY, NC","2105769","USA","NC",34.4,-78.29,"NA1983"
"25",100664,1973-02-21,1992-09-08,204.438,265.335,292.883528455285,19.558904109589,60.897,3.11351799971985,29.787515041235,"YADKIN RIVER AT YADKIN COLLEGE N C","2116500","USA","NC",35.85,-80.38,"NA1983"
"26",100665,1973-02-21,1995-08-28,869.951,104.394,1310.99339473684,22.5287671232877,-765.557,-33.9813091329199,-88.0000137938804,"ROCKY RIVER NEAR NORWOOD, N. C.","2126000","USA","NC",35.14,-80.17,"NA1983"
"27",100666,1973-01-19,1986-09-03,287.084,374.079,325.454919642857,13.6301369863014,86.995,6.38254773869347,30.3029775257416,"PEE DEE R NR ROCKINGHAM, NC","2129000","USA","NC",34.94,-79.86,"NA1983"
"28",100668,1974-10-21,1994-09-27,565.468,334.931,486.740385093168,19.9479452054795,-230.537,-11.556929679989,-40.7692389312923,"LYNCHES RIVER AT EFFINGHAM, S. C.","2132000","USA","SC",34.05,-79.75,"NA1983"
"29",100669,1970-08-04,1995-09-27,152.241,121.793,129.158952830189,25.1643835616438,-30.448,-1.20996407185629,-19.9998686293443,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.","2135300","USA","SC",34.15,-80.3,"NA1983"
"30",100670,1974-10-21,1993-09-16,695.961,1348.424,479.098516339869,18.9178082191781,652.463,34.4893548153512,93.7499371372821,"BLACK RIVER AT KINGSTREE, S.C.","2136000","USA","SC",33.66,-79.83,"NA1983"
"31",100679,1977-10-27,1997-09-09,374.079,470.774,330.664921052632,19.8821917808219,96.695,4.86339740939782,25.848818030416,"CONGAREE RIVER AT COLUMBIA, SC","2169500","USA","SOUTH CAROLINA",33.99,-81.05,"NA1983"
"32",100685,1973-01-18,1986-09-10,330.581,652.463,376.170847328244,13.6520547945205,321.882,23.5775496688742,97.3685723014934,"LK MARION-MOULTRIE DIV CANAL(UPPER)NR PINEVILLE,","2170500","USA","SC",33.38,-80.14,"NA1983"
"33",100687,1995-10-11,2007-07-23,78.296,89.779,79.3676052631579,11.7890410958904,11.483,0.974040204508482,14.666138755492,"MCTIER CREEK (RD 209) NEAR MONETTA, SC","2172300","USA","SOUTH CAROLINA",33.75,-81.6,"NA1983"
"34",100694,1967-11-02,1993-09-28,52.197,65.246,63.5689869281046,25.9232876712329,13.049,0.503369794969351,24.9995210452708,"UPPER THREE RUNS NEAR NEW ELLENTON, SC","2197300","USA","SC",33.37,-81.62,"NA1983"
"35",100753,1973-01-23,2006-03-22,178.34,190.867,179.631050359712,33.1808219178082,12.527,0.377537362728098,7.02422339351799,"ST. MARYS RIVER NEAR MACCLENNY, FL","2231000","USA","FLORIDA",30.35,-82.08,"NA1983"
"36",100760,1973-09-19,1995-09-06,4784.731,3044.829,5231.98785882353,21.9780821917808,-1739.902,-79.1653241087011,-36.3636325636697,"ST. JOHNS RIVER NR DELAND, FLA.","2236000","USA","FL",29,-81.38,"NA1983"
"37",100775,1973-06-09,1993-09-08,434.976,413.227,625.010613207547,20.2630136986301,-21.749,-1.07333491076258,-5.0000459795483,"TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, F","2288900","USA","FL",25.85,-80.98,"NA1983"
"38",100784,1974-05-09,1994-07-12,2827.341,1478.917,1820.40505223881,20.1890410958904,-1348.424,-66.7898982222825,-47.692301706798,"CALOOSAHATCHEE CANAL AT ORTONA LOCK NR LA BELLE","2292480","USA","FL",26.78,-81.3,"NA1983"
"39",100825,1978-01-10,1994-06-27,139.192,95.695,117.664525423729,16.4712328767123,-43.497,-2.64078592814371,-31.2496407839531,"AUCILLA RIVER NR SCANLON, FLA.","2326512","USA","FLORIDA",30.23,-83.91,"NA1983"
"40",100829,1964-04-28,1996-06-11,60.897,100.044,91.0653855421687,32.1424657534247,39.147,1.217921496761,64.2839548746244,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.","2327100","USA","FLORIDA",30.12,-84.49,"NA1983"
"41",100986,1974-11-13,1994-09-07,182.69,147.892,132.816938931298,19.8301369863014,-34.798,-1.75480381320807,-19.0475669166347,"CHOCTAWHATCHEE RIVER NR BRUCE, FLA.","2366500","USA","FL",30.45,-85.89,"NA1983"
"42",101016,1973-01-25,2001-09-24,147.892,239.498,197.351148148148,28.6821917808219,91.606,3.19382844588786,61.9411462418522,"CAHABA RIVER AT CENTREVILLE AL","2424000","USA","ALABAMA",32.94,-87.13,"NA1983"
"43",101027,1978-02-13,1993-08-10,230.537,1609.409,475.240779816514,15.4986301369863,1378.872,88.9673466501679,598.113101150791,"BLACK WARRIOR RIVER BELOW SELDEN DAM NR EUTAW, A","2466031","USA","AL",32.77,-87.84,"NA1983"
"44",101030,1966-12-16,1995-05-05,117.443,73.946,92.21484,28.4027397260274,-43.497,-1.53143677052185,-37.0366901390462,"CYPRESS CREEK NR JANICE, MS","2479155","USA","MS",31.02,-89.01,"NA1983"
"45",101031,1974-07-26,1993-08-18,191.389,86.995,108.166867346939,19.0767123287671,-104.394,-5.47232658336924,-54.5454545454545,"ESCATAWPA RIVER NEAR AGRICOLA MS","2479560","USA","MS",30.8,-88.46,"NA1983"
"46",101033,1973-01-17,1994-08-08,191.389,326.232,330.329224637681,21.5698630136986,134.843,6.25145370252763,70.4549373265966,"PEARL RIVER NEAR BOGALUSA, LA","2489500","USA","LA",30.79,-89.82,"NA1983"
"47",101034,1973-01-17,1995-08-01,187.039,160.941,175.412211538462,22.5506849315069,-26.098,-1.15730409427773,-13.9532396986725,"BOGUE CHITTO NEAR BUSH, LA","2492000","USA","LA",30.62,-89.89,"NA1983"
"48",101135,1973-02-13,2000-06-27,521.971,1123.324,944.282712871287,27.386301369863,601.353,21.9581677671068,115.208124589297,"MONONGAHELA RIVER AT BRADDOCK, PA","3085000","USA","PENNSYLVANIA",40.39,-79.85,"NA1983"
"49",101137,1978-02-07,1995-08-15,565.468,1304.927,837.233304347826,17.5287671232877,739.459,42.18545404814,130.769380407026,"OHIO RIVER AT BENWOOD NEAR WHEELING, WV","3112510","USA","WV",40.01,-80.73,"NA1983"
"50",101138,1973-01-23,1994-10-29,1870.395,2392.365,1379.85669343066,21.7780821917808,521.97,23.9676751792678,27.9069394432727,"MUSKINGUM R AT MCCONNELSVILLE OH","3150000","USA","OH",39.64,-81.84,"NA1983"
"51",101139,1978-01-18,1994-09-07,434.976,278.384,281.442765625,16.6465753424658,-156.592,-9.40685977616853,-36.0001471345545,"LITTLE KANAWHA RIVER AT PALESTINE, WV","3155000","USA","WV",39.05,-81.39,"NA1983"
"52",101143,1973-01-01,1998-09-08,108.744,239.541,152.664330578512,25.7013698630137,130.797,5.08910617204989,120.279739571838,"NEW RIVER AT GLEN LYN, VA","3176500","USA","VIRGINIA",37.37,-80.86,"NA1983"
"53",101154,1974-02-15,2000-03-06,521.971,483.91,597.309356382979,26.0712328767123,-38.061,-1.45988493064313,-7.29178440947868,"KANAWHA RIVER AT WINFIELD, WV","3201300","USA","WEST VIRGINIA",38.52,-81.91,"NA1983"
"54",101155,1975-08-11,1994-09-09,1957.39,1478.917,1660.37662068966,19.0931506849315,-478.473,-25.059928971158,-24.4444387679512,"GUYANDOTTE RIVER AT BRANCHLAND, WV","3204000","USA","WV",38.22,-82.2,"NA1983"
"55",101157,1974-10-23,1993-06-10,1000.444,1348.424,1314.43808,18.6438356164384,347.98,18.6646142542248,34.7825565448941,"BIG SANDY R AT LOUISA, KY","3215000","USA","KY",38.17,-82.63,"NA1983"
"56",101158,1974-10-22,1986-08-19,1304.927,913.449,832.087476190476,11.8328767123288,-391.478,-33.0839245195647,-29.9999923367361,"OHIO R AT GREENUP DAM NR GREENUP, KY","3216600","USA","KY",38.64,-82.86,"NA1983"
"57",101164,1974-10-17,1994-08-10,173.99,204.438,224.548231884058,19.827397260274,30.448,1.53565289484593,17.4998563135812,"LICKING RIVER AT BUTLER,KY.","3254000","USA","KY",38.78,-84.35,"NA1983"
"58",101172,1986-10-29,2000-09-13,413.227,608.792,580.216301369863,13.8849315068493,195.565,14.0846931728493,47.3262879724704,"WHITEWATER RIVER NEAR ALPINE, IN","3275000","USA","INDIANA",39.57,-85.15,"NA1983"
"59",101174,1968-10-15,1993-05-12,652.463,430.626,547.913869047619,24.5890410958904,-221.837,-9.02178328690808,-33.9999356285337,"SOUTH HOGAN CREEK NEAR DILLSBORO, IND.","3276700","USA","IN",39.02,-85.03,"NA1983"
"60",101175,1974-10-30,1986-08-25,1435.419,1087.439,800.988398058252,11.827397260274,-347.98,-29.4215195737781,-24.242398909308,"OHIO R AT MARKLAND DAM NR WARSAW, KY","3277200","USA","KY",38.77,-84.96,"NA1983"
"61",101176,1973-02-07,1995-06-06,269.685,213.138,412.867610091743,22.3397260273973,-56.547,-2.53123068432671,-20.967795761722,"KENTUCKY RIVER AT LOCK 2,AT LOCKPORT,KY.","3290500","USA","KY",38.43,-84.96,"NA1983"
"62",101177,1978-10-31,1992-06-04,361.03,217.488,350.491649484536,13.6027397260274,-143.542,-10.5524330312185,-39.7590227958895,"SALT RIVER AT SHEPHERDSVILLE, KY.","3298500","USA","KY",37.98,-85.71,"NA1983"
"63",101178,1974-10-08,1994-08-11,191.389,200.089,228.282781021898,19.8547945205479,8.69999999999999,0.438181316406788,4.54571579348865,"ROLLING FORK NR LEBANON JUNCTION,KY.","3301630","USA","KY",37.82,-85.74,"NA1983"
"64",101179,1974-10-31,1986-08-13,1130.936,956.946,725.124895238095,11.7917808219178,-173.99,-14.7551928438662,-15.3846017811795,"OHIO R AT CANNELTON DAM, KY","3303280","USA","KY",37.89,-86.7,"NA1983"
"65",101181,1974-10-16,1986-08-14,239.237,869.951,324.294036363636,11.8356164383562,630.714,53.2894930555556,263.63564164406,"GREEN RIVER NR BEECH GROVE,KY.","3321230","USA","KY",37.58,-87.4,"NA1983"
"66",101203,1974-11-07,1986-12-02,478.473,782.956,697.26579,12.0767123287671,304.483,25.2124081215971,63.636401636038,"WABASH RIVER AT NEW HARMONY, IND.","3378500","USA","IN",38.13,-87.94,"NA1983"
"67",101207,1975-01-15,1994-07-14,117.443,73.946,156.442205479452,19.5068493150685,-43.497,-2.22983216292135,-37.0366901390462,"CUMBERLAND RIVER AT CARTHAGE, TENN.","3425000","USA","TN",36.24,-85.95,"NA1983"
"68",101208,1973-11-27,1986-08-13,230.537,291.434,185.715630434783,12.7178082191781,60.897,4.78832507539854,26.415282579369,"CUMBERLAND RIVER NEAR GRAND RIVERS, KY.","3438220","USA","KY",37.02,-88.22,"NA1983"
"69",101215,1962-10-18,1995-08-22,52.197,56.547,48.9348313953488,32.8657534246575,4.34999999999999,0.132356618872957,8.33381228806252,"CATALOOCHEE CREEK NEAR CATALOOCHEE N C","3460000","USA","NC",35.66,-83.07,"NA1983"
"70",101229,1974-11-25,1986-07-22,130.493,608.966,422.547663265306,11.6630136986301,478.473,41.0248167723749,366.665644900493,"FRENCH BROAD RIVER NEAR KNOXVILLE, TENN.","3470500","USA","TN",35.95,-83.77,"NA1983"
"71",101246,1963-08-10,1995-05-24,47.847,39.148,42.0715081967213,31.8082191780822,-8.699,-0.273482773471146,-18.1808681840032,"LITTLE R. AB TOWNSEND","3497300","USA","TN",35.66,-83.71,"NA1983"
"72",101283,1974-11-27,1986-07-24,339.281,478.473,276.38347,11.6630136986301,139.192,11.9344796805262,41.0255805659615,"TENNESSEE RIVER AT SOUTH PITTSBURG, TN","3571850","USA","TN",35.01,-85.69,"NA1983"
"73",101333,1974-09-23,1993-07-20,156.591,100.044,134.197972222222,18.8356164383562,-56.547,-3.00213163636364,-36.1112707626875,"BAPTISM RIVER NEAR BEAVER BAY, MN","4014500","USA","MN",47.33,-91.2,"NA1983"
"74",101334,1973-02-22,1994-05-11,478.473,160.941,308.265260869565,21.227397260274,-317.532,-14.9585931853382,-66.3636192637829,"ST. LOUIS RIVER AT SCANLON, MN","4024000","USA","MN",46.7,-92.41,"NA1983"
"75",101335,1974-08-08,1986-08-20,86.995,108.744,171.593346938776,12.041095890411,21.749,1.80623094425483,25.0002873728375,"NEMADJI RIVER NEAR SOUTH SUPERIOR, WI","4024430","USA","WI",46.63,-92.09,"NA1983"
"76",101336,1974-10-03,1993-09-02,130.493,143.542,128.404746666667,18.9287671232877,13.049,0.689374004921118,9.99977010261087,"BAD RIVER NEAR ODANAH, WI","4027000","USA","WI",46.48,-90.69,"NA1983"
"77",101338,1974-10-03,1995-08-29,108.744,113.094,102.296404255319,20.9178082191781,4.34999999999999,0.20795677799607,4.00022070183182,"ONTONAGON R NR ROCKLAND, MICH","4040000","USA","MI",46.72,-89.2,"NA1983"
"78",101340,1974-10-22,1993-07-15,65.246,60.897,71.9181654135338,18.7424657534247,-4.349,-0.232039906446426,-6.66554271526223,"TAHQUAMENON RIVER NEAR PARADISE, MI","4045500","USA","MI",46.57,-85.26,"NA1983"
"79",101341,1973-01-02,1992-07-08,56.547,60.897,56.3904172661871,19.5260273972603,4.35,0.222779570646836,7.69271579394133,"ST MARYS RIVER ABOVE SAULT STE MARIE, MICH.    .","4045580","USA","MI",46.49,-84.42,"NA1983"
"80",101350,1974-12-06,1994-09-08,126.143,221.838,368.887309677419,19.7698630136986,95.695,4.84044830931264,75.8623149917157,"ESCANABA RIVER AT CORNELL, MICH.               .","4059000","USA","MI",45.9,-87.21,"NA1983"
"81",101352,1974-12-03,1993-07-26,39.148,65.246,60.7627538461538,18.6575342465753,26.098,1.39879148311307,66.6649637273935,"FORD RIVER NR HYDE, MICH.","4059500","USA","MI",45.75,-87.2,"NA1983"
"82",101372,1977-12-07,1995-07-12,104.394,430.626,172.716,17.6054794520548,326.232,18.5301400560224,312.500718432094,"MENOMINEE RIVER NEAR MC ALLISTER, WI","4067500","USA","WISCONSIN",45.32,-87.66,"NA1983"
"83",101398,1993-04-07,2004-08-11,565.468,3005.681,945.990766666667,11.3534246575342,2440.213,214.931888272201,431.538654707251,"DUCK CREEK AT SEMINARY ROAD NEAR ONEIDA, WI","4072050","USA","WISCONSIN",44.46,-88.21,"NA1983"
"84",101456,1974-10-16,1994-08-24,695.961,608.966,495.967343065693,19.8684931506849,-86.995,-4.37854040264755,-12.4999820392235,"FOX RIVER AT WRIGHTSTOWN, WI","4085000","USA","WI",44.32,-88.16,"NA1983"
"85",101479,1979-03-29,1994-08-30,269.685,1000.444,710.191555555556,15.4328767123288,730.759,47.3507962009586,270.967610360235,"MANITOWOC RIVER AT MANITOWOC, WI","4085427","USA","WI",44.1,-87.71,"NA1983"
"86",101515,1979-02-12,1995-09-22,565.468,826.453,539.496368932039,16.6191780821918,260.985,15.7038452027695,46.1538053435385,"ST. JOSEPH RIVER AT NILES, MICH.               .","4101500","USA","MI",41.82,-86.25,"NA1983"
"87",101518,1979-02-14,1994-07-15,1348.424,521.971,953.627773195876,15.4246575342466,-826.453,-53.5799902309059,-61.2902914810178,"GRAND RIVER AT EASTMANVILLE, MICH.             .","4119300","USA","MI",43.01,-85.95,"NA1983"
"88",101522,1979-10-04,1993-08-12,195.739,213.138,222.161478723404,13.8657534246575,17.399,1.25481821774353,8.8888775359024,"THUNDER BAY RIVER NEAR ALPENA, MICH.           .","4135000","USA","MI",45.09,-83.49,"NA1983"
"89",101524,1978-01-12,1994-08-16,195.739,156.591,185.436850877193,16.6027397260274,-39.148,-2.35792409240924,-20.0001021768784,"AU SABLE R NEAR AU SABLE, MI","4137500","USA","MI",44.43,-83.44,"NA1983"
"90",101525,1974-10-11,1992-08-12,478.473,378.429,436.170977099237,17.8493150684932,-100.044,-5.60492095165004,-20.9090168097259,"RIFLE RIVER NEAR STERLING, MICH.","4142000","USA","MI",44.07,-84.02,"NA1983"
"91",101527,1974-10-18,1994-08-24,2218.375,1087.439,1655.7615625,19.8630136986301,-1130.936,-56.9367779310345,-50.9803797824984,"SAGINAW RIVER AT SAGINAW, MICH.","4157000","USA","MI",43.41,-83.96,"NA1983"
"92",101528,1978-01-10,1993-08-31,739.458,826.453,759.229977272727,15.6493150684932,86.995,5.55902923669468,11.7646979274009,"PIGEON R NEAR CASEVILLE, MI","4159010","USA","MI",43.93,-83.24,"NA1983"
"93",101529,1973-01-02,1992-09-22,147.892,156.591,156.423817307692,19.7342465753425,8.69900000000001,0.440807302512843,5.88199496930193,"ST CLAIR RIVER AT PORT HURON, MICH.            .","4159130","USA","MI",42.98,-82.42,"NA1983"
"94",101548,1973-01-02,1986-09-17,178.34,169.64,194.160681415929,13.7150684931507,-8.70000000000002,-0.634338793447864,-4.87832230570821,"DETROIT R AT DETROIT, MICH.                    .","4165700","USA","MI",42.34,-82.95,"NA1983"
"95",101550,1978-01-19,1994-08-25,1087.439,869.951,836.104520833333,16.6082191780822,-217.488,-13.0952029033322,-20.0000183918362,"RIVER RAISIN NEAR MONROE, MI","4176500","USA","MI",41.96,-83.53,"NA1983"
"96",101554,1996-03-08,2006-11-07,782.956,1176.174,1387.02405084746,10.6739726027397,393.218,36.838955338809,50.2222347105074,"AUGLAIZE RIVER NEAR FORT JENNINGS OH","4186500","USA","OHIO",40.94,-84.26,"NA1983"
"97",101563,1973-05-08,1995-08-10,478.473,382.778,434.335889705882,22.2712328767123,-95.695,-4.29679849920039,-20.0000835992836,"NIAGARA RIVER (LAKE ONTARIO) AT FORT NIAGARA NY","4219640","USA","NY",43.26,-79.06,"NA1983"
"98",101564,1974-05-16,1994-06-15,608.966,2261.873,2079.95851162791,20.0958904109589,1652.907,82.2509959100204,271.428454133728,"GENESEE R AT CHARLOTTE DOCKS AT ROCHESTER NY","4232006","USA","NY",43.22,-77.61,"NA1983"
"99",101565,1974-09-26,1994-06-14,6524.633,2261.873,3214.27434328358,19.7287671232877,-4262.76,-216.06824052215,-65.3333298593193,"OSWEGO RIVER AT LOCK 7, OSWEGO NY","4249000","USA","NY",43.45,-76.5,"NA1983"
"100",101566,1978-01-24,1992-08-12,173.99,278.384,316.983126213592,14.558904109589,104.394,7.1704572826496,60,"SANDY CREEK NEAR ADAMS NY","4250750","USA","NY",43.81,-76.07,"NA1983"
"101",101567,1973-01-09,1994-06-23,126.143,178.34,148.863687150838,21.4657534246575,52.197,2.43164071474154,41.3792283360948,"BLACK RIVER AT WATERTOWN NY","4260500","USA","NY",43.98,-75.92,"NA1983"
"102",101568,1978-02-09,1989-06-21,104.394,139.192,123.456279411765,11.3698630136986,34.798,3.06054698795181,33.3333333333333,"OSWEGATCHIE RIVER NEAR HEUVELTON NY","4263000","USA","NY",44.59,-75.37,"NA1983"
"103",101569,1974-01-22,1995-09-26,565.468,521.971,537.698666666667,21.6904109589041,-43.497,-2.00535619552861,-7.69221246825637,"ST. LAWRENCE R AT CORNWALL ONT NR MASSENA NY","4264331","USA","NY",45,-74.79,"NA1983"
"104",101570,1979-04-11,1994-06-21,47.847,86.995,94.0836049382716,15.2054794520548,39.148,2.5745981981982,81.8191318159968,"RAQUETTE RIVER AT RAYMONDVILLE NY","4268000","USA","NY",44.83,-74.97,"NA1983"
"105",101571,1974-10-15,1992-07-21,52.197,95.695,79.4693888888889,17.7780821917808,43.498,2.44672060409924,83.3342912427917,"ST. REGIS RIVER AT BRASHER CENTER NY","4269000","USA","NY",44.86,-74.77,"NA1983"
"106",101575,1963-10-31,1992-08-02,34.798,17.399,27.9627619047619,28.7753424657534,-17.399,-0.604649623916976,-50,"SWIFTCURRENT CREEK AT MANY GLACIER MT.","5014500","USA","MT",48.79,-113.65,"NA1983"
"107",101576,1977-12-28,1993-08-10,60.897,121.793,107.280772727273,15.627397260274,60.896,3.8967461430575,99.9983578829828,"ST MARY RIVER AT INTERNATIONAL BOUNDARY","5020500","USA","MT",49,-113.31,"NA1983"
"108",101584,1973-01-09,1986-09-16,695.961,782.956,1051.93713970588,13.6931506849315,86.995,6.3531762705082,12.4999820392235,"RED RIVER OF THE NORTH BELOW FARGO, ND","5054020","USA","ND",46.93,-96.78,"NA1983"
"109",101587,1973-05-01,1996-09-05,2696.848,2957.833,2774.3473286385,23.3643835616438,260.985,11.1702069652908,9.6774085895831,"SHEYENNE RIVER NEAR KINDRED, ND","5059000","USA","NORTH DAKOTA",46.63,-97,"NA1983"
"110",101593,1973-04-30,1995-06-15,1130.936,1739.902,1404.27133566434,22.1397260273973,608.966,27.5055797549808,53.8461946564616,"RED RIVER OF THE NORTH AT HALSTAD, MN","5064500","USA","NORTH DAKOTA",47.35,-96.84,"NA1983"
"111",101594,1965-04-07,1995-09-07,565.468,4784.731,3506.9165037594,30.4383561643836,4219.263,138.616651215121,746.154159032872,"BEAVER CR NR FINLEY ND","5064900","USA","ND",47.59,-97.7,"NA1983"
"112",101599,1973-01-26,1997-04-22,213.138,100.392,259.36784137931,24.2520547945205,-112.746,-4.64892566651604,-52.8981223432706,"RED LAKE RIVER AT CROOKSTON, MN","5079000","USA","MINNESOTA",47.77,-96.6,"NA1983"
"113",101604,1973-03-15,1994-04-05,1000.444,913.449,1102.52703125,21.0712328767123,-86.995,-4.12861461448446,-8.69563913622352,"RED RIVER OF THE NORTH AT OSLO, MN","5083500","USA","MN",48.19,-97.14,"NA1983"
"114",101621,1977-07-30,2000-03-07,6089.657,1570.61,1923.42101388889,22.6191780821918,-4519.047,-199.788293968023,-74.2085637992419,"RED RIVER OF THE NORTH AT EMERSON, MAN","5102500","USA","MINNESOTA",49,-97.21,"NA1983"
"115",101622,1973-01-03,1995-06-13,608.966,282.734,360.246726666667,22.4547945205479,-326.232,-14.5283894582723,-53.5714637598815,"ROSEAU RIVER BELOW STATE DITCH 51 NR CARIBOU, MN","5112000","USA","MINNESOTA",48.98,-96.46,"NA1983"
"116",101623,1973-01-12,1994-04-06,11309.363,3871.282,5576.21554248366,21.2438356164384,-7438.081,-350.128909595048,-65.7692303271192,"SOURIS RIVER NR WESTHOPE, ND","5124000","USA","ND",48.99,-100.95,"NA1983"
