"","STAT_ID","start_time","end_time","Alk_start","Alk_end","Alkalinity_avg","duration","Alk_dif","Alk_slope","Alkalinity_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"11",100259,1977-10-19,2007-09-27,475.277,1208.922,906.736778409091,29.958904109589,733.645,24.4883790580704,154.36156178397,"RARITAN RIVER AT QUEENS BRIDGE AT BOUND BROOK NJ","1403300","USA","NEW JERSEY",40.55,-74.52,"NA1983"
"12",100350,1973-06-21,2006-08-16,852.22,1282.856,763.516427777778,33.1753424657534,430.636,12.9806045090429,50.5310835230339,"DELAWARE RIVER AT TRENTON NJ","1463500","USA","NEW JERSEY",40.22,-74.77,"NA1983"
"13",100379,1973-02-01,2004-09-02,868.609,1198.931,1314.19245,31.6054794520548,330.322,10.4514155686546,38.0288484231685,"SCHUYLKILL RIVER AT PHILADELPHIA, PA","1474500","USA","PENNSYLVANIA",39.96,-75.18,"NA1983"
"14",100430,1973-03-07,1994-09-27,196.666,229.444,349.902530898876,21.572602739726,32.778,1.51942722885446,16.6668361587666,"CHOPTANK R NR GREENSBORO, MD","1491000","USA","MD",38.99,-75.78,"NA1983"
"15",100443,1967-10-27,1995-08-08,147.5,179.84,149.081171974522,27.8,32.34,1.16330935251799,21.9254237288136,"YOUNG WOMANS CREEK NEAR RENOVO, PA.","1545600","USA","PA",41.38,-77.69,"NA1983"
"16",100454,1973-01-23,1993-09-24,1158.966,2218.021,1433.53598765432,20.6821917808219,1059.055,51.2061299509869,91.3792984436127,"RAYSTOWN BRANCH JUNIATA RIVER AT SAXTON, PA.  []","1562000","USA","PA",40.21,-78.26,"NA1983"
"17",100457,1973-03-21,1995-06-12,899.198,1124.997,1370.83314102564,22.241095890411,225.799,10.152332471052,25.1111546066606,"JUNIATA RIVER AT NEWPORT, PA","1567000","USA","PENNSYLVANIA",40.47,-77.12,"NA1983"
"18",100461,1973-03-26,1995-08-30,539.519,719.358,837.114285714286,22.4438356164384,179.839,8.01284606933593,33.3332097664772,"SUSQUEHANNA RIVER AT HARRISBURG, PA","1570500","USA","PENNSYLVANIA",40.25,-76.88,"NA1983"
"19",100603,1973-01-01,1994-04-28,311.388,379.661,384.762953271028,21.3342465753425,68.273,3.20015988185437,21.9253792695929,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA","1668000","USA","VA",38.32,-77.51,"NA1983"
"20",100604,1973-01-01,1994-04-26,327.777,360.555,374.620714285714,21.3287671232877,32.778,1.53679768786127,10.0000915256409,"PAMUNKEY RIVER NEAR HANOVER, VA","1673000","USA","VA",37.76,-77.33,"NA1983"
"21",100607,1967-10-24,1995-07-20,278.61,299.733,251.083194915254,27.7561643835616,21.123,0.761020136215576,7.58156562937439,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA","2038850","USA","VA",37.41,-78.63,"NA1983"
"22",100615,1973-01-01,1993-08-18,360.555,599.465,489.724438356164,20.641095890411,238.91,11.574482346695,66.2617353801778,"MEHERRIN RIVER AT EMPORIA, VA","2052000","USA","VA",36.69,-77.54,"NA1983"
"23",100633,1973-01-30,1997-02-19,245.833,239.786,436.836234972678,24.0712328767123,-6.047,-0.251212724789438,-2.45979994549145,"TAR RIVER AT TARBORO, NC","2083500","USA","NORTH CAROLINA",35.89,-77.53,"NA1983"
"24",100654,1979-03-26,2006-08-09,196.666,291.74,278.508815789474,27.3917808219178,95.074,3.47089517903581,48.3428757385618,"CONTENTNEA CREEK AT HOOKERTON, NC","2091500","USA","NORTH CAROLINA",35.42,-77.58,"NA1983"
"25",100663,1973-01-29,1995-08-29,229.444,439.608,316.698520833333,22.5945205479452,210.164,9.3015472292955,91.5970781541466,"CAPE FEAR R AT LOCK # 1 NR KELLY, NC","2105769","USA","NC",34.4,-78.29,"NA1983"
"26",100665,1973-02-21,1995-08-28,639.43,239.786,901.078576470588,22.5287671232877,-399.644,-17.7392752036969,-62.5000390973211,"ROCKY RIVER NEAR NORWOOD, N. C.","2126000","USA","NC",35.14,-80.17,"NA1983"
"27",100669,1970-08-04,1995-09-27,49.167,32.778,50.3507414965986,25.1643835616438,-16.389,-0.651277626565052,-33.3333333333333,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.","2135300","USA","SC",34.15,-80.3,"NA1983"
"28",100693,1967-03-30,1994-02-08,119.893,99.911,136.594507462687,26.8821917808219,-19.982,-0.743317366490012,-16.6665276538247,"TALLULAH RIVER NEAR CLAYTON, GA.","2178400","USA","GA",34.89,-83.53,"NA1983"
"29",100694,1967-11-02,1993-09-28,49.167,16.389,52.5272857142857,25.9232876712329,-32.778,-1.26442295497781,-66.6666666666667,"UPPER THREE RUNS NEAR NEW ELLENTON, SC","2197300","USA","SC",33.37,-81.62,"NA1983"
"30",100695,1973-02-13,1995-07-17,259.768,399.644,387.766464135021,22.4356164383562,139.876,6.23455122725608,53.8465091928182,"SAVANNAH RIVER NEAR CLYO, GA","2198500","USA","GA",32.52,-81.26,"NA1983"
"31",100704,1967-10-04,1994-06-15,1278.33,1310.831,1039.23723809524,26.7150684931507,32.501,1.21657932519741,2.54245773782982,"FALLING CREEK NEAR JULIETTE, GA","2212600","USA","GEORGIA",33.09,-83.72,"NA1983"
"32",100753,1973-01-23,2006-03-22,9.991,49.955,160.110301587302,33.1808219178082,39.964,1.2044306828503,400,"ST. MARYS RIVER NEAR MACCLENNY, FL","2231000","USA","FLORIDA",30.35,-82.08,"NA1983"
"33",100760,1973-09-19,1995-09-06,1048.886,859.234,1448.61294545455,21.9780821917808,-189.652,-8.62914235851408,-18.0812786136911,"ST. JOHNS RIVER NR DELAND, FLA.","2236000","USA","FL",29,-81.38,"NA1983"
"34",100775,1973-06-09,1993-09-08,3359.714,2257.986,2981.90052083333,20.2630136986301,-1101.728,-54.3713791238507,-32.792315060151,"TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, F","2288900","USA","FL",25.85,-80.98,"NA1983"
"35",100829,1964-04-28,1996-06-11,0,1888.316,514.532241025641,32.1424657534247,1888.316,58.7483242413911,Inf,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.","2327100","USA","FLORIDA",30.12,-84.49,"NA1983"
"36",100833,1973-01-23,1997-05-05,147.5,399.644,315.936746031746,24.2958904109589,252.144,10.378051420839,170.945084745763,"OCHLOCKONEE RIVER NR HAVANA, FLA.","2329000","USA","FLORIDA",30.55,-84.38,"NA1983"
"37",100980,1973-01-26,1995-09-05,278.61,999.109,698.509651685393,22.6219178082192,720.499,31.8495985224658,258.60485983992,"APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","2358000","USA","FLORIDA",30.7,-84.85,"NA1983"
"38",100982,1973-01-23,1994-09-07,1147.219,1978.235,1669.26728235294,21.6356164383562,831.016,38.4096289730277,72.4374334804427,"CHIPOLA RIVER NR ALTHA, FLA.","2359000","USA","FLORIDA",30.53,-85.16,"NA1983"
"39",100987,1973-02-07,1993-09-02,524.443,539.519,357.778411764706,20.5808219178082,15.076,0.732526624068159,2.87466893446953,"YELLOW RIVER AT MILLIGAN, FLA.","2368000","USA","FL",30.75,-86.62,"NA1983"
"40",100988,1963-11-18,1995-09-06,98.333,99.911,36.3929375,31.8219178082192,1.578,0.0495884631941456,1.60475120254645,"BLACKWATER RIVER NEAR BRADLEY AL","2369800","USA","AL",31.02,-86.7,"NA1983"
"41",100989,1973-02-06,1994-09-08,491.665,639.43,446.484315217391,21.6,147.765,6.84097222222222,30.0540001830515,"ESCAMBIA RIVER NEAR CENTURY, FL","2375500","USA","FL",30.96,-87.23,"NA1983"
"42",100990,1973-01-11,1994-09-08,81.944,9.991,40.9080198019802,21.6712328767123,-71.953,-3.32020796460177,-87.8075270916724,"PERDIDO RIVER AT BARRINEAU PARK, FL","2376500","USA","AL",30.69,-87.44,"NA1983"
"43",101016,1973-01-25,2001-09-24,539.519,2158.075,1555.13453913043,28.6821917808219,1618.556,56.4306944311778,299.999814649716,"CAHABA RIVER AT CENTREVILLE AL","2424000","USA","ALABAMA",32.94,-87.13,"NA1983"
"44",101017,1973-01-12,2004-09-27,622.776,959.144,833.321921658986,31.7287671232877,336.368,10.6013573957344,54.0110730021709,"ALABAMA RIVER AT CLAIBORNE AL","2429500","USA","ALABAMA",31.54,-87.51,"NA1983"
"45",101019,1973-01-04,1994-06-15,819.442,919.18,751.542328125,21.4575342465753,99.7379999999999,4.6481575587334,12.1714532572165,"TOMBIGBEE RIVER AT GAINESVILLE, AL","2449000","USA","AL",32.82,-88.15,"NA1983"
"46",101020,1966-10-05,1995-09-12,1278.33,339.697,653.819924324324,28.9561643835616,-938.633,-32.4156537988457,-73.4265017640202,"SIPSEY FORK NEAR GRAYSON AL","2450250","USA","AL",34.28,-87.39,"NA1983"
"47",101028,1973-01-05,2006-09-21,655.554,1258.877,761.494481481481,33.7315068493151,603.323,17.886037605588,92.0325404161976,"TOMBIGBEE R BL COFFEEVILLE L&D NEAR COFFEEVILLE","2469762","USA","ALABAMA",31.75,-88.12,"NA1983"
"48",101033,1973-01-17,1994-08-08,65.555,419.626,268.573765625,21.5698630136986,354.071,16.4150787501588,540.112882312562,"PEARL RIVER NEAR BOGALUSA, LA","2489500","USA","LA",30.79,-89.82,"NA1983"
"49",101034,1973-01-17,1995-08-01,196.666,179.84,166.50965625,22.5506849315069,-16.826,-0.746141416595796,-8.55562222244821,"BOGUE CHITTO NEAR BUSH, LA","2492000","USA","LA",30.62,-89.89,"NA1983"
"50",101097,1973-01-10,2000-08-29,262.222,807.28,519.758472727273,27.6520547945205,545.058,19.7113018924007,207.861277848541,"ALLEGHENY RIVER AT NEW KENSINGTON, PA","3049625","USA","PENNSYLVANIA",40.56,-79.77,"NA1983"
"51",101135,1973-02-13,2000-06-27,196.666,627.44,576.034292207792,27.386301369863,430.774,15.7295428171269,219.038369621592,"MONONGAHELA RIVER AT BRADDOCK, PA","3085000","USA","PENNSYLVANIA",40.39,-79.85,"NA1983"
"52",101138,1973-01-23,1994-10-29,1802.773,1638.885,2032.76631632653,21.7780821917808,-163.888,-7.52536419675431,-9.09088387722691,"MUSKINGUM R AT MCCONNELSVILLE OH","3150000","USA","OH",39.64,-81.84,"NA1983"
"53",101140,1973-01-14,1993-03-03,1573.329,1618.556,1621.61002222222,20.1452054794521,45.2270000000001,2.24505031959745,2.87460537497244,"HOCKING R BL ATHENS OH","3159510","USA","OH",39.32,-82,"NA1983"
"54",101143,1973-01-01,1998-09-08,1196.386,1198.931,980.2125,25.7013698630137,2.54500000000007,0.0990219592793973,0.212723987074412,"NEW RIVER AT GLEN LYN, VA","3176500","USA","VIRGINIA",37.37,-80.86,"NA1983"
"55",101154,1974-02-15,2000-03-06,606.387,679.394,742.097787096774,26.0712328767123,73.0070000000001,2.80028951240017,12.039671035164,"KANAWHA RIVER AT WINFIELD, WV","3201300","USA","WEST VIRGINIA",38.52,-81.91,"NA1983"
"56",101160,1964-10-09,1995-09-05,262.222,479.572,271.391524714829,30.9260273972603,217.35,7.02806077250177,82.8877821082899,"UPPER TWIN C AT MCGAW OH","3237280","USA","OH",38.64,-83.21,"NA1983"
"57",101171,1973-01-05,1993-09-01,4097.212,4116.328,4405.17299082569,20.6684931506849,19.116,0.92488600212089,0.466561164030565,"G MIAMI R AT NEW BALTIMORE OH","3274600","USA","OH",39.26,-84.66,"NA1983"
"58",101174,1968-10-15,1993-05-12,3896.524,4396.079,3330.15829447853,24.5890410958904,499.555,20.3161643454039,12.8205292717304,"SOUTH HOGAN CREEK NEAR DILLSBORO, IND.","3276700","USA","IN",39.02,-85.03,"NA1983"
"59",101176,1973-02-07,1995-06-06,1638.885,1019.091,1650.3467414966,22.3397260273973,-619.794,-27.7440286975717,-37.8180287207461,"KENTUCKY RIVER AT LOCK 2,AT LOCKPORT,KY.","3290500","USA","KY",38.43,-84.96,"NA1983"
"60",101180,1973-01-16,1994-08-09,2158.075,1978.235,1889.52325274725,21.5753424657534,-179.84,-8.33544126984127,-8.33335264066355,"GREEN RIVER AT MUNFORDVILLE, KY.","3308500","USA","KY",37.26,-85.88,"NA1983"
"61",101202,1973-02-21,2007-09-19,3277.77,2757.54,3028.52732352941,34.5972602739726,-520.23,-15.0367397846056,-15.8714613899084,"WHITE RIVER AT HAZLETON, IN","3374100","USA","INDIANA",38.48,-87.55,"NA1983"
"62",101215,1962-10-18,1995-08-22,147.5,139.875,101.927197740113,32.8657534246575,-7.625,-0.23200441813938,-5.16949152542373,"CATALOOCHEE CREEK NEAR CATALOOCHEE N C","3460000","USA","NC",35.66,-83.07,"NA1983"
"63",101326,1963-04-26,1995-05-23,852.22,699.376,750.76746875,32.0958904109589,-152.844,-4.76210499359795,-17.9348055666377,"BUFFALO RIVER NEAR FLAT WOODS, TN","3604000","USA","TN",35.49,-87.83,"NA1983"
"64",101334,1973-02-22,1994-05-11,1065.275,859.234,1173.77721505376,21.227397260274,-206.041,-9.70637132163139,-19.3415784656544,"ST. LOUIS RIVER AT SCANLON, MN","4024000","USA","MN",46.7,-92.41,"NA1983"
"65",101338,1974-10-03,1995-08-29,1245.552,1358.788,1173.71195275591,20.9178082191781,113.236,5.41337786509496,9.09123023366348,"ONTONAGON R NR ROCKLAND, MICH","4040000","USA","MI",46.72,-89.2,"NA1983"
"66",101343,1974-12-04,1995-09-12,1238.895,1398.752,1285.32408823529,20.786301369863,159.857,7.69049756161856,12.9031919573491,"MANISTIQUE RIVER AT MANISTIQUE, MICH.          .","4057005","USA","MI",45.95,-86.24,"NA1983"
"67",101368,1963-10-25,2006-08-10,2294.439,1382.767,1553.13257251908,42.8219178082192,-911.672,-21.2898451695457,-39.7339829038819,"POPPLE RIVER NEAR FENCE, WI","4063700","USA","WISCONSIN",45.76,-88.46,"NA1983"
"68",101520,1973-10-23,1994-08-12,2949.993,2757.54,2866.92932432432,20.8164383561644,-192.453,-9.24524151092393,-6.52384598878709,"MANISTEE R AT MANISTEE, MICH.                  .","4126520","USA","MI",44.25,-86.31,"NA1983"
"69",101547,1973-10-24,1995-08-24,4097.212,4396.079,3770.42406451613,21.8465753424658,298.866999999999,13.6802677451718,7.29439921585701,"CLINTON RIVER AT MOUNT CLEMENS, MICH.          .","4165500","USA","MI",42.59,-82.9,"NA1983"
"70",101555,1973-01-08,2007-09-13,2691.625,2379.877,2927.09668951613,34.7013698630137,-311.748,-8.98373756513501,-11.5821483304695,"MAUMEE RIVER AT WATERVILLE OH","4193500","USA","OHIO",41.5,-83.71,"NA1983"
"71",101557,1973-01-04,1995-08-31,1573.329,3017.309,2346.68183653846,22.6684931506849,1443.98,63.6998670534204,91.7786426106682,"CUYAHOGA R AT INDEPENDENCE OH","4208000","USA","OH",41.39,-81.63,"NA1983"
"72",101560,1973-01-05,1994-03-15,753.887,619.447,1307.22335294118,21.2027397260274,-134.44,-6.34069001162941,-17.8329112983776,"GRAND R AT PAINESVILLE OH","4212200","USA","OH",41.73,-81.26,"NA1983"
"73",101563,1973-05-08,1995-08-10,1802.773,1438.717,1831.434275,22.2712328767123,-364.056,-16.3464682002706,-20.1942230108838,"NIAGARA RIVER (LAKE ONTARIO) AT FORT NIAGARA NY","4219640","USA","NY",43.26,-79.06,"NA1983"
"74",101564,1974-05-16,1994-06-15,1518.645,2557.719,2367.59777570093,20.0958904109589,1039.074,51.7057955010225,68.4211254111395,"GENESEE R AT CHARLOTTE DOCKS AT ROCHESTER NY","4232006","USA","NY",43.22,-77.61,"NA1983"
"75",101567,1973-01-09,1994-06-23,479.572,599.465,567.739628571429,21.4657534246575,119.893,5.58531525207403,25,"BLACK RIVER AT WATERTOWN NY","4260500","USA","NY",43.98,-75.92,"NA1983"
"76",101569,1974-01-22,1995-09-26,1778.414,1998.218,1813.27038607595,21.6904109589041,219.804,10.1336945812808,12.3595518253905,"ST. LAWRENCE R AT CORNWALL ONT NR MASSENA NY","4264331","USA","NY",45,-74.79,"NA1983"
"77",101572,1974-06-13,1995-08-08,799.287,999.109,891.502085470085,21.1671232876712,199.822,9.44020579860212,25.0000312778764,"RICHELIEU R (L CHAMPLAIN) AT ROUSES POINT NY","4295000","USA","NY",44.99,-73.36,"NA1983"
"78",101587,1973-05-01,1996-09-05,6234.439,5634.974,4857.41911737089,23.3643835616438,-599.465,-25.6572144699812,-9.61537998848012,"SHEYENNE RIVER NEAR KINDRED, ND","5059000","USA","NORTH DAKOTA",46.63,-97,"NA1983"
"79",101593,1973-04-30,1995-06-15,4916.655,4116.328,4633.13096385542,22.1397260273973,-800.326999999999,-36.1489116445984,-16.2778759136039,"RED RIVER OF THE NORTH AT HALSTAD, MN","5064500","USA","NORTH DAKOTA",47.35,-96.84,"NA1983"
"80",101594,1965-04-07,1995-09-07,1589.718,5315.258,4625.54718446602,30.4383561643836,3725.54,122.396228622862,234.352256186317,"BEAVER CR NR FINLEY ND","5064900","USA","ND",47.59,-97.7,"NA1983"
"81",101599,1973-01-26,1997-04-22,3605.546,2280.366,3581.1835,24.2520547945205,-1325.18,-54.6419679168549,-36.7539340782228,"RED LAKE RIVER AT CROOKSTON, MN","5079000","USA","MINNESOTA",47.77,-96.6,"NA1983"
"82",101621,1977-07-30,2000-03-07,4097.212,2917.398,4310.44294318182,22.6191780821918,-1179.814,-52.1598970445737,-28.7955321813956,"RED RIVER OF THE NORTH AT EMERSON, MAN","5102500","USA","MINNESOTA",49,-97.21,"NA1983"
"83",101622,1973-01-03,1995-06-13,8030.536,3656.738,4524.16965765766,22.4547945205479,-4373.798,-194.782365788189,-54.4645836840779,"ROSEAU RIVER BELOW STATE DITCH 51 NR CARIBOU, MN","5112000","USA","MINNESOTA",48.98,-96.46,"NA1983"
"84",101624,1966-07-21,1995-05-09,213.055,239.786,217.744380165289,28.8191780821918,26.731,0.927542066736382,12.5465255450471,"KAWISHIWI RIVER NEAR ELY, MN","5124480","USA","MN",47.92,-91.53,"NA1983"
"85",101647,1975-01-22,1998-08-05,3113.881,3676.72,2811.72222123894,23.5506849315069,562.839,23.8990501395998,18.0751608683826,"MISSISSIPPI RIVER NEAR ROYALTON, MN","5267000","USA","MINNESOTA",45.86,-94.35,"NA1983"
"86",101708,1973-01-10,1998-09-03,6555.539,4495.99,5145.02762937063,25.6630136986301,-2059.549,-80.2535907974805,-31.4169284935991,"MINNESOTA RIVER NEAR JORDAN, MN","5330000","USA","MINNESOTA",44.69,-93.64,"NA1983"
"87",101731,1974-10-02,1999-10-04,1638.885,1458.699,1461.06511340206,25.0219178082192,-180.186,-7.2011266834556,-10.9944260884687,"ST. CROIX RIVER AT ST. CROIX FALLS, WI","5340500","USA","WISCONSIN",45.4,-92.64,"NA1983"
"88",101750,1967-08-21,1993-09-03,4916.655,6154.51,4925.26201818182,26.0547945205479,1237.855,47.509681913775,25.1767716058987,"NORTH FORK WHITEWATER RIVER NEAR ELBA, MN","5376000","USA","MN",44.09,-92.06,"NA1983"
"89",101791,1974-02-21,1995-08-30,2797.505,3257.095,3649.59481343284,21.5342465753425,459.59,21.3422837150127,16.4285675986281,"Cedar River at Cedar Falls, IA","5463050","USA","IA",42.53,-92.44,"NA1983"
"90",101798,1977-11-10,2006-09-05,4097.212,2565.711,3299.30086792453,28.8383561643836,-1531.501,-53.106390366711,-37.3791007153157,"IOWA RIVER AT WAPELLO, IA","5465500","USA","IOWA",41.18,-91.18,"NA1983"
"91",101804,1977-11-09,1999-11-08,4261.1,4835.687,3434.48924752475,22.0109589041096,574.587,26.1045873786408,13.4844758395719,"SKUNK RIVER AT AUGUSTA, IA","5474000","USA","IOWA",40.75,-91.27,"NA1983"
"92",101807,1973-01-09,1993-08-31,2949.993,3936.489,3579.75612337662,20.6547945205479,986.496,47.7611142061281,33.4406217235092,"DES MOINES RIVER AT ST. FRANCISVILLE, MO.","5490600","USA","MO",40.46,-91.56,"NA1983"
"93",101809,1973-01-10,1994-09-14,1966.662,3576.809,2645.97962637363,21.6904109589041,1610.147,74.2331255526083,81.872075628654,"CUIVRE RIVER NEAR TROY, MO","5514500","USA","MO",39.01,-90.98,"NA1983"
"94",101844,1974-11-13,1997-01-28,2949.993,2957.362,3427.18074404762,22.2246575342466,7.36900000000014,0.331568663708093,0.249797202908622,"ILLINOIS RIVER AT MARSEILLES, IL","5543500","USA","ILLINOIS",41.32,-88.71,"NA1983"
"95",101892,1974-12-12,2006-09-19,3933.324,2759.538,3719.27806145251,31.7917808219178,-1173.786,-36.9210522233713,-29.8420877608862,"ILLINOIS RIVER AT VALLEY CITY, IL","5586100","USA","ILLINOIS",39.7,-90.64,"NA1983"
"96",101907,1974-10-22,1995-08-22,4916.655,4376.096,5227.19837931034,20.8465753424658,-540.559,-25.9303502431331,-10.9944464275,"MUSSELSHELL RIVER AT MOSBY, MT.","6130500","USA","MT",46.99,-107.89,"NA1983"
"97",101909,1964-04-21,1995-08-08,5899.985,9211.782,7573.04474358974,31.3178082191781,3311.797,105.748045227889,56.1322952515981,"ROCK CREEK BELOW HORSE CREEK, NEAR INT BOUNDARY","6169500","USA","MT",48.96,-106.83,"NA1983"
"98",101910,1973-04-27,1994-08-15,3933.324,5395.188,4674.1507079646,21.3150684931507,1461.864,68.5835938303342,37.1661220891033,"MILK RIVER AT NASHUA MT","6174500","USA","MT",48.12,-106.36,"NA1983"
"99",101915,1973-01-01,1994-08-17,1802.773,1498.663,1475.37970344828,21.6383561643836,-304.11,-14.0542099265637,-16.8690123493085,"YELLOWSTONE RIVER NEAR LIVINGSTON, MT","6192500","USA","MONTANA",45.59,-110.56,"NA1983"
"100",101918,1973-01-10,2001-09-25,3113.881,2956.762,2267.2687761194,28.7260273972603,-157.119,-5.46956938483547,-5.04576122208908,"YELLOWSTONE RIVER AT BILLINGS MT","6214500","USA","MONTANA",45.79,-108.47,"NA1983"
"101",101920,1973-01-08,1995-08-08,3716.685,1998.218,2979.75162650602,22.5945205479452,-1718.467,-76.0568030799078,-46.2365521963793,"WIND R AT RIVERTON, WY","6228000","USA","WY",43.01,-108.37,"NA1983"
"102",101932,1973-01-08,1994-09-21,6063.874,5794.831,4568.15255882353,21.7150684931507,-269.043,-12.3896915215745,-4.43681712383865,"TONGUE RIVER AT MILES CITY, MT","6308500","USA","MONTANA",46.34,-105.8,"NA1983"
"103",101938,1973-01-24,2007-09-10,3113.881,3522.858,2905.76773109244,34.6493150684932,408.977,11.8033213410295,13.1339958078038,"YELLOWSTONE RIVER NEAR SIDNEY, MT.","6329500","USA","MONTANA",47.67,-104.15,"NA1983"
"104",101939,1966-08-15,1995-01-25,16545.24,16185.563,13056.055339207,28.4657534246575,-359.677000000001,-12.6354287776709,-2.17390016705712,"BEAR DEN CREEK NR MANDAREE, ND","6332515","USA","ND",47.78,-102.76,"NA1983"
"105",101941,1973-01-01,1995-04-19,2949.993,3057.273,3189.80029411765,22.3095890410959,107.28,4.80869458430555,3.63661879875648,"MISSOURI RIVER AT GARRISON DAM, ND","6338490","USA","ND",47.5,-101.43,"NA1983"
"106",101947,1964-12-31,1995-08-31,5408.32,5415.17,4979.2190718232,30.6849315068493,6.85000000000036,0.223236607142869,0.126656706703752,"CASTLE CR ABOVE DEERFIELD RES NEAR HILL CITY SD","6409000","USA","SD",44.01,-103.83,"NA1983"
"107",101949,1973-01-30,1994-08-31,6063.874,2218.021,3572.0116173913,21.5972602739726,-3845.853,-178.071336420145,-63.4223765203565,"BELLE FOURCHE RIVER NEAR ELM SPRINGS","6438000","USA","SD",44.36,-102.56,"NA1983"
"108",101950,1973-01-29,1995-08-28,4424.989,2357.897,3302.53966346154,22.5917808219178,-2067.092,-91.4975236478292,-46.7140596281708,"CHEYENNE RIVER AT CHERRY CREEK,SD","6439300","USA","SD",44.59,-101.49,"NA1983"
"109",101956,1973-01-31,1995-08-31,5408.32,4116.328,4992.81239772727,22.5945205479452,-1291.992,-57.1816515096398,-23.8889710668008,"JAMES R NEAR SCOTLAND SD","6478500","USA","SD",43.18,-97.63,"NA1983"
"110",101958,1973-04-25,1994-09-08,5244.432,4775.74,4518.9714939759,21.386301369863,-468.692,-21.9155239559313,-8.93694493512358,"BIG SIOUX R AT AKRON IA","6485500","USA","IA",42.83,-96.56,"NA1983"
"111",101961,1964-10-14,1995-09-01,639.165,559.501,551.906213836478,30.9013698630137,-79.664,-2.57800868871354,-12.4637613135888,"ENCAMPMENT RIV AB HOG PARK CR NR ENCAMPMENT WYO","6623800","USA","WY",41.02,-106.82,"NA1983"
"112",101962,1973-01-26,1994-08-22,2697.594,2577.701,2403.37412849162,21.5835616438356,-119.893,-5.55482927138868,-4.44444197310641,"N PLATTE RIV AB SEMINOE RESERVOIR, NR SINCLAIR,","6630000","USA","WY",41.87,-107.05,"NA1983"
"113",101963,1973-01-12,1994-12-14,2458.327,2657.629,2543.35054918033,21.9342465753425,199.302,9.08633899575317,8.10722088639956,"NORTH PLATTE RIVER AT ALCOVA, WY","6642000","USA","WY",42.57,-106.69,"NA1983"
"114",101964,1973-01-19,1994-07-28,5080.543,4555.936,4664.74266956522,21.5342465753425,-524.607,-24.3615209923664,-10.325805725884,"NORTH PLATTE RIVER AT LISCO, NEBR.","6686000","USA","NE",41.5,-102.63,"NA1983"
