"","STAT_ID","start_time","end_time","HCO3_start","HCO3_end","HCO3_avg","duration","HCO3_dif","HCO3_slope","HCO3_rc","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"11",100026,2000-04-18,2000-08-31,426.11,770.276,598.193,0.36986301369863,344.166,930.522888888889,80.7692849264274,"PENNICHUCK BROOK AT US 3, NR NASHUA, NH","1094161","USA","NEW HAMPSHIRE",42.79,-71.47,"NA1983"
"12",100029,1973-01-17,1995-01-17,229.444,147.5,198.549965517241,22.013698630137,-81.944,-3.72240945861854,-35.7141611896585,"MERRIMACK RIVER ABOVE LOWELL, MA","1096550","USA","MA",42.63,-71.37,"NA1983"
"13",100031,2000-04-07,2000-08-15,262.222,458.888,360.555,0.356164383561644,196.666,552.177615384615,74.9998093218723,"ELIZABETH BROOK OFF WHITE POND ROAD NEAR STOW, MA","1096945","USA","MASSACHUSETTS",42.42,-71.48,"NA1983"
"14",100032,2000-04-04,2000-08-15,278.61,524.443,401.5265,0.364383561643836,245.833,674.65447368421,88.2355263630164,"FORT POND BROOK AT RIVER ROAD NEAR SOUTH ACTON, MA","1097270","USA","MASSACHUSETTS",42.45,-71.44,"NA1983"
"15",100033,2000-04-05,2000-08-11,196.666,360.555,278.6105,0.350684931506849,163.889,467.3397265625,83.3336723175333,"SUDBURY RIVER AT CONCORD STREET AT ASHLAND, MA","1097476","USA","MASSACHUSETTS",42.26,-71.46,"NA1983"
"16",100034,1998-10-26,2004-09-01,213.055,278.61,274.031235294118,5.85479452054795,65.555,11.1968062704726,30.7690502452418,"MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA","1100000","USA","MASSACHUSETTS",42.64,-71.29,"NA1983"
"17",100037,1998-09-21,2004-09-01,1411.08,901.387,989.845851239669,5.95068493150685,-509.693,-85.6528291896869,-36.1207727414463,"ABERJONA RIVER AT WINCHESTER, MA","1102500","USA","MASSACHUSETTS",42.44,-71.13,"NA1983"
"18",100039,1998-10-22,2007-09-13,409.721,796.498,617.161098360656,8.8986301369863,386.777,43.464779864532,94.4000917697653,"CHARLES RIVER ABOVE WATERTOWN DAM AT WATERTOWN, MA","1104615","USA","MASSACHUSETTS",42.36,-71.18,"NA1983"
"19",100042,2000-04-06,2000-08-07,344.166,589.999,467.0825,0.336986301369863,245.833,729.504430894309,71.4286129367805,"MONATIQUOT RIVER AT RIVER STREET AT BRAINTREE, MA","1105581","USA","MASSACHUSETTS",42.22,-70.99,"NA1983"
"20",100045,2000-04-05,2000-08-16,557.221,426.11,491.6655,0.364383561643836,-131.111,-359.815902255639,-23.5294434344721,"MIDDLE RIVER OFF SUTTON LANE AT WORCESTER, MA","1109595","USA","MASSACHUSETTS",42.23,-71.82,"NA1983"
"21",100046,2000-04-05,2000-08-17,458.888,524.443,491.6655,0.367123287671233,65.555,178.563992537313,14.2856208922439,"QUINSIGAMOND RIVER AT NORTH GRAFTON, MA","1110000","USA","MASSACHUSETTS",42.23,-71.71,"NA1983"
"22",100049,1999-01-20,2001-08-28,163.888,499.86,383.120923076923,2.60547945205479,335.972,128.948243953733,205.000976276481,"BLACKSTONE RIVER AT MANVILLE, RI","1112900","USA","RHODE ISLAND",41.97,-71.47,"NA1983"
"23",100051,1991-10-22,2001-09-12,196.666,294.999,186.866979166667,9.8986301369863,98.333,9.9340008303349,50,"WILLIMANTIC R AT MERROW, CT","1119375","USA","CONNECTICUT",41.83,-72.31,"NA1983"
"24",100052,1974-07-08,2001-09-26,344.166,442.499,291.885354545455,27.2383561643836,98.333,3.61009303962985,28.5713870632195,"SHETUCKET R AT SOUTH WINDHAM, CT","1122610","USA","CONNECTICUT",41.68,-72.16,"NA1983"
"25",100053,1991-10-22,2001-09-24,196.666,393.332,278.466701754386,9.93150684931507,196.666,19.8022317241379,100,"QUINEBAUG RIVER AT QUINEBAUG, CT.","1124000","USA","CONNECTICUT",42.02,-71.95,"NA1983"
"26",100054,1991-10-22,2001-09-24,376.944,803.054,635.398543859649,9.93150684931507,426.11,42.9048689655172,113.04331677915,"FRENCH R AT N GROSVENORDALE, CT.","1125100","USA","CONNECTICUT",41.97,-71.9,"NA1983"
"27",100056,1973-01-08,2001-09-26,147.5,475.277,304.559424242424,28.7342465753425,327.777,11.4071896453089,222.221694915254,"QUINEBAUG RIVER AT JEWETT CITY, CT.","1127000","USA","CONNECTICUT",41.59,-71.98,"NA1983"
"28",100060,1994-06-30,1995-08-29,311.388,511.332,411.36,1.16438356164384,199.944,171.716611764706,64.21056688119,"CONNECTICUT RIVER NEAR DALTON, NH","1131500","USA","NEW HAMPSHIRE",44.41,-71.72,"NA1983"
"29",100062,1993-03-23,1995-09-12,2024.023,2477.994,2087.31273529412,2.47397260273973,453.971,183.498798449613,22.4291423565839,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT","1135300","USA","VERMONT",44.43,-72.03,"NA1983"
"30",100064,1993-03-23,1995-09-13,467.082,211.416,180.489411764706,2.47671232876712,-255.666,-103.227975663717,-54.7368556270633,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH","1137500","USA","NEW HAMPSHIRE",44.26,-71.63,"NA1983"
"31",100068,1993-03-22,1995-09-12,1674.94,1335.691,1079.8885,2.47671232876712,-339.249,-136.975536504425,-20.254397172436,"WHITE RIVER AT WEST HARTFORD, VT","1144000","USA","VERMONT",43.71,-72.41,"NA1983"
"32",100084,1994-08-11,1994-10-06,1238.997,919.414,1079.2055,0.153424657534247,-319.583,-2082.99633928571,-25.7936863446804,"SOUTH RIVER NEAR CONWAY, MA","1169900","USA","MASSACHUSETTS",42.54,-72.69,"NA1983"
"33",100087,1993-03-25,2006-08-24,1130.831,709.637,666.521835164835,13.4246575342466,-421.194,-31.3746551020408,-37.2464143625352,"GREEN RIVER NEAR COLRAIN, MA","1170100","USA","MASSACHUSETTS",42.7,-72.67,"NA1983"
"34",100090,1994-08-11,1994-10-03,427.749,324.499,376.124,0.145205479452055,-103.25,-711.061320754717,-24.1379874646113,"FORT RIVER NEAR AMHERST, MA","1171300","USA","MASSACHUSETTS",42.35,-72.5,"NA1983"
"35",100098,1973-01-11,2006-08-14,393.332,653.915,501.6460234375,33.6109589041096,260.583,7.75291775350505,66.2501398309825,"CONNECTICUT RIVER AT THOMPSONVILLE, CT.","1184000","USA","CONNECTICUT",41.98,-72.6,"NA1983"
"36",100099,1994-08-10,1994-09-12,2087.939,2376.383,2232.161,0.0904109589041096,288.444,3190.36545454545,13.8147714085517,"STONY BROOK NEAR WEST SUFFIELD, CT.","1184100","USA","CONNECTICUT",41.96,-72.71,"NA1983"
"37",100101,1994-06-02,1996-10-16,816.165,803.054,833.021928571429,2.37534246575342,-13.111,-5.51962514417531,-1.60641536944123,"SCANTIC R AT BROAD BROOK, CT.","1184500","USA","CONNECTICUT",41.91,-72.56,"NA1983"
"38",100104,1991-11-14,2001-07-05,196.666,262.222,274.6116,9.64657534246575,65.556,6.79577960806589,33.3336723175333,"BUNNELL (BURLINGTON) BR NR BURLINGTON, CT","1188000","USA","CONNECTICUT",41.78,-72.96,"NA1983"
"39",100105,1991-10-18,2001-07-19,245.833,245.833,247.088021276596,9.75890410958904,0,0,0,"FARMINGTON RIVER AT UNIONVILLE, CT.","1188090","USA","CONNECTICUT",41.75,-72.88,"NA1983"
"40",100107,1991-10-18,2001-09-18,376.944,639.165,432.285125,9.92602739726027,262.221,26.417517250897,69.5649751687253,"FARMINGTON RIVER AT TARIFFVILLE, CT.","1189995","USA","CONNECTICUT",41.9,-72.76,"NA1983"
"41",100109,1994-06-13,1994-09-14,1111.164,1638.885,1375.0245,0.254794520547945,527.721,2071.16306451613,47.4926293508429,"COGINCHAUG RIVER AT MIDDLEFIELD, CT","1192883","USA","CONNECTICUT",41.52,-72.7,"NA1983"
"42",100111,2000-04-03,2000-08-01,163.888,245.833,204.8605,0.328767123287671,81.945,249.249375,50.0006101728009,"BLACKLEDGE R ABV LYMAN BR NR N WESTCHESTER, CT","1193340","USA","CONNECTICUT",41.6,-72.42,"NA1983"
"43",100112,1991-10-31,2001-07-24,294.999,245.833,238.243891304348,9.73698630136986,-49.166,-5.04940630275746,-16.6664971745667,"SALMON RIVER NEAR EAST HAMPTON, CT.","1193500","USA","CONNECTICUT",41.55,-72.44,"NA1983"
"44",100113,1991-10-30,2001-09-10,1622.496,1655.274,1275.21626,9.87123287671233,32.7779999999998,3.32055786844294,2.02022069700016,"QUINNIPIAC R NR MERIDEN, CT","1196222","USA","CONNECTICUT",41.52,-72.86,"NA1983"
"45",100114,1991-10-30,2001-09-10,1835.551,1720.829,1448.80759183673,9.87123287671233,-114.722,-11.6218512350819,-6.25000340497213,"QUINNIPIAC RIVER AT WALLINGFORD, CT.","1196500","USA","CONNECTICUT",41.44,-72.84,"NA1983"
"46",100128,1991-10-23,1995-09-20,2982.771,3299.075,2860.89689090909,3.91232876712329,316.304,80.8480112044817,10.6043675495035,"TENMILE RIVER AT SOUTH DOVER NEAR WINGDALE NY","1199900","USA","NEW YORK",41.66,-73.55,"NA1983"
"47",100129,1993-03-31,2001-07-17,999.72,2032.217,2047.31018604651,8.3013698630137,1032.497,124.376701320132,103.278618013044,"HOUSATONIC R NR NEW MILFORD, CT","1200600","USA","CONNECTICUT",41.59,-73.44,"NA1983"
"48",100130,1991-10-24,1994-08-17,2917.215,2278.05,2329.94791666667,2.81643835616438,-639.165,-226.940880350195,-21.910109470848,"STILL R AT BROOKFIELD JUNCTION, CT","1201485","USA","CONNECTICUT",41.45,-73.39,"NA1983"
"49",100131,1991-10-24,2001-09-05,639.165,737.498,631.3968,9.87397260273973,98.3330000000001,9.95880826859046,15.3846033496828,"SHEPAUG R NR ROXBURY, CT","1203000","USA","CONNECTICUT",41.54,-73.32,"NA1983"
"50",100134,1973-01-09,1995-09-12,1065.275,2212.494,1539.38103968254,22.6876712328767,1147.219,50.5657450790967,107.692286029429,"HOUSATONIC R AT STEVENSON, CT","1205500","USA","CT",41.38,-73.16,"NA1983"
"51",100135,1991-10-28,2001-09-06,475.277,721.109,444.004020408163,9.86575342465753,245.832,24.917711746737,51.7239420380115,"NAUGATUCK RIVER NR WATERVILLE,CT.","1208049","USA","CONNECTICUT",41.61,-73.05,"NA1983"
"52",100136,1991-10-28,2001-09-06,508.054,884.998,547.954846153846,9.86575342465753,376.944,38.2073201888364,74.1936880725277,"NAUGATUCK RIVER AT BEACON FALLS, CT.","1208500","USA","CONNECTICUT",41.44,-73.06,"NA1983"
"53",100137,1993-03-26,1995-08-16,426.11,1119.358,631.8925625,2.39178082191781,693.248,289.845956471936,162.69226256131,"ROOSTER RIVER AT FAIRFIELD, CT","1208873","USA","CONNECTICUT",41.17,-73.21,"NA1983"
"54",100138,1991-10-24,2001-07-25,1261.941,1638.885,1245.40347727273,9.75890410958904,376.944,38.6256485120719,29.8701761809783,"SAUGATUCK RIVER NEAR REDDING, CT.","1208990","USA","CONNECTICUT",41.29,-73.39,"NA1983"
"55",100141,1991-10-25,2006-08-21,1589.718,1199.664,1145.0036419214,14.8328767123288,-390.054,-26.2965847801995,-24.5360497899628,"NORWALK RIVER AT WINNIPAUK,CT.","1209710","USA","CONNECTICUT",41.13,-73.42,"NA1983"
"56",100145,1973-02-21,1997-06-18,147.5,344.166,263.610423728814,24.3369863013699,196.666,8.08095125520657,133.332881355932,"PECONIC RIVER AT RIVERHEAD NY","1304500","USA","NEW YORK",40.91,-72.68,"NA1983"
"57",100198,1973-01-16,1994-06-29,1606.107,1573.329,982.541024096386,21.4630136986301,-32.778,-1.52718534592801,-2.0408353864344,"HUDSON RIVER AT GREEN ISLAND NY","1358000","USA","NY",42.75,-73.68,"NA1983"
"58",100206,1963-08-20,1992-08-04,278.61,327.777,221.148265432099,28.9780821917808,49.167,1.69669613311903,17.647248842468,"ESOPUS CREEK AT SHANDAKEN NY","1362198","USA","NY",42.11,-74.38,"NA1983"
"59",100233,1996-05-23,1999-09-21,1327.497,344.166,1088.55872413793,3.33150684931507,-983.331,-295.161032072368,-74.0740657041033,"PASSAIC RIVER AT TWO BRIDGES NJ","1382000","USA","NEW JERSEY",40.89,-74.27,"NA1983"
"60",100240,1996-05-01,1998-06-24,1671.663,2130.55,1990.34641935484,2.14794520547945,458.887,213.639993622449,27.4509276092131,"SADDLE RIVER AT RIDGEWOOD NJ","1390500","USA","NEW JERSEY",40.98,-74.09,"NA1983"
"61",100259,1977-10-19,2007-09-27,475.277,1204.58,896.170808139535,29.958904109589,729.303,24.3434471879287,153.447989277832,"RARITAN RIVER AT QUEENS BRIDGE AT BOUND BROOK NJ","1403300","USA","NEW JERSEY",40.55,-74.52,"NA1983"
"62",100263,1998-02-03,1998-02-12,1163.608,606.3875,792.127666666667,0.0246575342465753,-557.2205,-22598.3869444444,-47.8873039717843,"GREEN BK AT DUNELLEN NJ","1403700","USA","NEW JERSEY",40.58,-74.48,"NA1983"
"63",100264,1996-04-23,2007-09-27,1540.552,1983.051,1464.06052727273,11.4356164383562,442.499,38.694809535218,28.7234056364212,"BOUND BROOK AT MIDDLESEX NJ","1403900","USA","NEW JERSEY",40.58,-74.5,"NA1983"
"64",100288,1999-05-18,1999-08-31,227.805,296.638,262.2215,0.287671232876712,68.833,239.276619047619,30.2157547024868,"BEAVER KILL AT COOKS FALLS, N.Y.","1420500","USA","NEW YORK",41.94,-74.97,"NA1983"
"65",100289,1999-05-18,1999-08-31,427.749,560.499,494.124,0.287671232876712,132.75,461.464285714286,31.034555311643,"WEST BRANCH DELAWARE RIVER AT WALTON, N. Y.","1423000","USA","NEW YORK",42.16,-75.14,"NA1983"
"66",100290,1999-05-18,1999-09-01,242.555,319.583,281.069,0.29041095890411,77.028,265.237924528302,31.7569211106759,"WEST BR. DELAWARE RIVER AT STILESVILLE NY","1425000","USA","NEW YORK",42.07,-75.39,"NA1983"
"67",100291,2001-05-09,2001-08-23,319.583,445.777,382.68,0.29041095890411,126.194,434.535943396226,39.4870816032142,"EQUINUNK CREEK AT EQUINUNK, PA","1427203","USA","PENNSYLVANIA",41.85,-75.22,"NA1983"
"68",100292,2001-05-10,2001-08-23,213.055,465.443,339.249,0.287671232876712,252.388,877.348761904762,118.461430147145,"CALLICOON CREEK AT CALLICOON NY","1427500","USA","NEW YORK",41.76,-75.04,"NA1983"
"69",100293,2001-05-10,2001-08-22,360.555,530.999,445.777,0.284931506849315,170.444,598.192884615385,47.2726768454189,"CALKINS CR 1200 FT AB MOUTH AT MILANVILLE, PA","1427702","USA","PENNSYLVANIA",41.67,-75.06,"NA1983"
"70",100294,2001-05-09,2001-08-22,393.332,486.749,440.0405,0.287671232876712,93.417,324.735285714286,23.7501652547975,"WEST BRANCH LACKAWAXEN RIVER NEAR ALDENVILLE PA","1428750","USA","PENNSYLVANIA",41.67,-75.37,"NA1983"
"71",100295,2001-05-09,2001-08-22,429.388,608.026,518.707,0.287671232876712,178.638,620.979714285714,41.602932545856,"MIDDLE CREEK AT HAWLEY, PA","1431250","USA","PENNSYLVANIA",41.48,-75.2,"NA1983"
"72",100297,2001-05-08,2001-08-22,201.583,385.138,293.3605,0.29041095890411,183.555,632.052594339623,91.0567855424316,"WALLENPAUPACK CREEK AT EAST STERLING, PA.","1431600","USA","PENNSYLVANIA",41.33,-75.33,"NA1983"
"73",100298,1999-06-17,1999-09-14,247.472,339.249,293.3605,0.243835616438356,91.777,376.388820224719,37.0858117281955,"WALLENPAUPACK CREEK AT WILSONVILLE, PA.","1432000","USA","PENNSYLVANIA",41.45,-75.18,"NA1983"
"74",100299,2001-05-09,2001-08-22,129.472,388.416,258.944,0.287671232876712,258.944,900.138666666667,200,"HALFWAY BROOK AT BARRYVILLE NY","1432180","USA","NEW YORK",41.47,-74.91,"NA1983"
"75",100300,2001-05-09,2001-08-22,90.139,142.583,116.361,0.287671232876712,52.444,182.305333333333,58.1812533975305,"SHOHOLA CREEK AT SHOHOLA, PA","1432512","USA","PENNSYLVANIA",41.46,-74.91,"NA1983"
"76",100301,2001-05-09,2001-08-23,108.166,181.916,145.041,0.29041095890411,73.75,253.950471698113,68.1822384113307,"MONGAUP RIVER AT MONGAUP NY","1433510","USA","NEW YORK",41.42,-74.75,"NA1983"
"77",100302,1998-11-09,2001-08-23,327.777,324.499,229.528689655172,2.78904109589041,-3.27799999999996,-1.17531434184675,-1.00007016965802,"DELAWARE RIVER AT PORT JERVIS NY","1434000","USA","PENNSYLVANIA",41.37,-74.69,"NA1983"
"78",100313,1999-05-17,1999-08-30,255.666,280.249,267.9575,0.287671232876712,24.583,85.4551904761906,9.61527930972442,"NEVERSINK RIVER AT GODEFFROY, N. Y.","1437500","USA","NEW YORK",41.44,-74.6,"NA1983"
"79",100314,2001-05-08,2001-08-21,199.944,326.138,263.041,0.287671232876712,126.194,438.674380952381,63.1146721081903,"VANDERMARK CREEK AT MOUTH AT MILFORD, PA","1438302","USA","PENNSYLVANIA",41.32,-74.79,"NA1983"
"80",100315,2001-05-08,2001-08-21,234.361,327.777,281.069,0.287671232876712,93.416,324.73180952381,39.8598742964913,"SAWKILL CREEK 2000 FT AB MOUTH AT MILFORD, PA","1438396","USA","PENNSYLVANIA",41.31,-74.8,"NA1983"
"81",100316,2001-05-08,2001-08-21,2138.745,3031.937,2585.341,0.287671232876712,893.192,3104.90552380952,41.762435446956,"SHIMERS BROOK AT MILLVILLE ROAD NEAR MONTAGUE NJ","1438399","USA","NEW JERSEY",41.31,-74.77,"NA1983"
"82",100317,2001-05-07,2001-08-21,162.25,301.555,231.9025,0.29041095890411,139.305,479.682311320755,85.8582434514638,"RAYMONDSKILL CR BL SWALE BROOK NR SILVER SPRING PA","1438712","USA","PENNSYLVANIA",41.3,-74.85,"NA1983"
"83",100318,2001-05-07,2001-08-20,142.583,306.471,224.527,0.287671232876712,163.888,569.705904761905,114.942174031967,"DINGMANS CR BL FULMER FALLS NR DINGMANS FERRY, PA","1438890","USA","PENNSYLVANIA",41.23,-74.9,"NA1983"
"84",100319,2001-05-07,2001-08-20,216.333,301.555,258.944,0.287671232876712,85.222,296.247904761905,39.3938973711824,"TOMS CREEK AT EGYPT MILLS, PA","1439400","USA","PENNSYLVANIA",41.12,-74.95,"NA1983"
"85",100320,1999-05-13,1999-09-02,127.997,255.666,191.8315,0.306849315068493,127.669,416.064151785714,99.7437439939999,"BUSH KILL AT SHOEMAKERS, PA.","1439500","USA","PENNSYLVANIA",41.08,-75.03,"NA1983"
"86",100322,1999-05-17,2001-08-23,1279.969,1835.551,1444.677,2.27123287671233,555.582,244.616924004825,43.4058949865192,"FLAT BROOK NEAR FLATBROOKVILLE NJ","1440000","USA","NEW JERSEY",41.1,-74.95,"NA1983"
"87",100324,2001-05-15,2001-08-21,178.638,232.722,205.68,0.268493150684932,54.084,201.435306122449,30.2757531992073,"BRODHEAD CREEK NEAR MOUNTAINHOME, PA","1440304","USA","PENNSYLVANIA",41.16,-75.23,"NA1983"
"88",100325,1999-05-13,1999-09-02,424.471,932.525,678.498,0.306849315068493,508.054,1655.71169642857,119.691097860631,"BRODHEAD CREEK AT MINISINK HILLS, PA.","1442500","USA","PENNSYLVANIA",40.99,-75.14,"NA1983"
"89",100326,2001-05-15,2001-08-21,219.611,324.499,272.055,0.268493150684932,104.888,390.654285714286,47.7608134383068,"MARSHALLS CREEK NEAR MARSHALLS CREEK, PA","1442550","USA","PENNSYLVANIA",41.06,-75.14,"NA1983"
"90",100329,1999-05-12,1999-09-15,632.61,711.276,671.943,0.345205479452055,78.6659999999999,227.881666666666,12.4351496182482,"DELAWARE RIVER AT NORTHAMPTON ST AT EASTON PA","1447000","USA","PENNSYLVANIA",40.69,-75.2,"NA1983"
"91",100330,2001-05-08,2001-08-21,108.166,172.083,140.1245,0.287671232876712,63.917,222.187666666667,59.0915814581292,"LEHIGH RIVER NEAR GOULDSBORO, PA","1447120","USA","PENNSYLVANIA",41.23,-75.5,"NA1983"
"92",100331,2001-05-08,2001-08-21,99.972,242.555,171.2635,0.287671232876712,142.583,495.645666666667,142.622934421638,"TOBYHANNA CREEK AT WARNERTOWN, PA","1447530","USA","PENNSYLVANIA",41.16,-75.45,"NA1983"
"93",100332,1999-05-18,1999-09-02,88.008,116.361,102.1845,0.293150684931507,28.353,96.7181775700935,32.2163894191437,"LEHIGH RIVER AT LEHIGHTON","1449000","USA","PENNSYLVANIA",40.82,-75.7,"NA1983"
"94",100342,1999-05-12,1999-09-14,1999.439,2720.549,2359.994,0.342465753424658,721.11,2105.6412,36.0656164054017,"MUSCONETCONG RIVER AT RIEGELSVILLE NJ","1457400","USA","NEW JERSEY",40.59,-75.18,"NA1983"
"95",100343,2000-05-18,2000-09-11,1179.997,1425.83,1302.9135,0.317808219178082,245.833,773.526249999999,20.8333580509103,"TINICUM CREEK NEAR SMITHTOWN, PA","1458920","USA","PENNSYLVANIA",40.48,-75.06,"NA1983"
"96",100344,1999-05-12,1999-09-15,655.554,1119.358,887.456,0.345205479452055,463.804,1343.55920634921,70.7499305930556,"TOHICKON CREEK NEAR PIPERSVILLE, PA.","1459500","USA","PENNSYLVANIA",40.43,-75.11,"NA1983"
"97",100345,2000-05-30,2000-09-11,671.943,943.998,807.9705,0.284931506849315,272.055,954.808413461539,40.487809233819,"LOCKATONG CREEK AT RAVEN ROCK NJ","1460880","USA","NEW JERSEY",40.41,-75.01,"NA1983"
"98",100347,2000-05-18,2000-09-12,1524.163,1783.107,1653.635,0.320547945205479,258.944,807.816752136752,16.989259022821,"PIDCOCK C NR NEW HOPE, PA.","1462100","USA","PENNSYLVANIA",40.32,-74.93,"NA1983"
"99",100348,2000-05-30,2000-09-12,1060.359,1294.719,1177.539,0.287671232876712,234.36,814.680000000001,22.1019484910299,"JACOBS CREEK AT SOMERSET NJ","1462800","USA","NEW JERSEY",40.27,-74.85,"NA1983"
"100",100349,2000-06-05,2000-09-12,1114.442,1255.386,1184.914,0.271232876712329,140.944,519.64202020202,12.6470466834523,"BUCK CREEK BELOW BROCK CREEK AT YARDLEY, PA","1462949","USA","PENNSYLVANIA",40.24,-74.84,"NA1983"
"101",100350,1973-06-21,2006-08-16,852.22,1268.497,742.204125,33.1753424657534,416.277,12.5477830539268,48.8461899509516,"DELAWARE RIVER AT TRENTON NJ","1463500","USA","NEW JERSEY",40.22,-74.77,"NA1983"
"102",100351,2000-06-05,2000-09-12,1720.829,1799.496,1760.1625,0.271232876712329,78.6670000000001,290.0348989899,4.57145945355408,"SHABAKUNK CREEK NEAR LAWRENCEVILLE NJ","1463810","USA","NEW JERSEY",40.25,-74.73,"NA1983"
"103",100352,1999-05-12,1999-09-15,555.582,408.082,481.832,0.345205479452055,-147.5,-427.281746031746,-26.5487362801531,"CROSSWICKS CREEK AT EXTONVILLE NJ","1464500","USA","NEW JERSEY",40.13,-74.6,"NA1983"
"104",100354,2000-05-17,2000-09-25,1278.33,1119.358,1198.844,0.358904109589041,-158.972,-442.937251908397,-12.4359124795632,"PINE RUN AT CHALFONT PA","1464710","USA","PENNSYLVANIA",40.28,-75.2,"NA1983"
"105",100356,2000-05-30,2000-09-18,1019.386,991.525,1005.4555,0.304109589041096,-27.861,-91.615,-2.73311581677598,"MILL CREEK NEAR LANGHORNE, PA.","1465470","USA","PENNSYLVANIA",40.17,-74.96,"NA1983"
"106",100357,1999-05-12,1999-08-30,1460.246,1291.441,1375.8435,0.301369863013699,-168.805,-560.125681818182,-11.5600385140586,"NESHAMINY CREEK NEAR LANGHORNE, PA.","1465500","USA","PENNSYLVANIA",40.17,-74.95,"NA1983"
"107",100360,2000-05-15,2000-09-18,1409.441,1383.219,1396.33,0.345205479452055,-26.222,-75.9605555555555,-1.860453896261,"PENNYPACK CREEK AT PAPER MILL, PA","1467040","USA","PENNSYLVANIA",40.14,-75.07,"NA1983"
"108",100363,1999-05-11,1999-09-01,439.221,571.971,505.596,0.30958904109589,132.75,428.794247787611,30.2239647011413,"SCHUYLKILL RIVER AT BERNE, PA.","1470500","USA","PENNSYLVANIA",40.52,-75.99,"NA1983"
"109",100368,2000-06-01,2000-09-25,2638.605,3318.742,2978.6735,0.317808219178082,680.137,2140.08625,25.7763856280118,"WYOMISSING CR. @ WEST READING PA","1471520","USA","PENNSYLVANIA",40.32,-75.94,"NA1983"
"110",100369,2000-05-17,2000-09-25,442.499,599.832,521.1655,0.358904109589041,157.333,438.370572519084,35.555560577538,"HAY CREEK NEAR SCARLETS MILL, PA","1471667","USA","PENNSYLVANIA",40.23,-75.83,"NA1983"
"111",100372,1999-05-10,1999-08-31,1335.691,2228.883,1782.287,0.30958904109589,893.192,2885.08920353982,66.8711550800297,"SCHUYLKILL RIVER AT POTTSTOWN, PA.","1472000","USA","PENNSYLVANIA",40.24,-75.65,"NA1983"
"112",100373,2000-05-16,2000-10-02,557.221,763.72,660.4705,0.380821917808219,206.499,542.245575539568,37.0587253531364,"PIGEON CREEK NEAR PARKER FORD, PA","1472100","USA","PENNSYLVANIA",40.19,-75.58,"NA1983"
